rank,finalWorth,personName,age,country,source,industries,countryOfCitizenship,organization,selfMade,gender,title,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age with Median,Age with Median (bins),Age Numerical,Age Numerical (bins),Age Bins
2405,1100,Tony Chen,73,Taiwan,Electronics,Technology,Taiwan,Unknown,TRUE,MALE,,1949,7,1,,,,,,,,,,,,73,70,73,70,More than 21
2405,1100,Hiroshi Ishibashi,76,Japan,Tires,Automotive,Japan,Unknown,FALSE,MALE,,1946,8,1,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,76,75,76,75,More than 21
2405,1100,Allan Wong,73,Hong Kong,Electronics,Manufacturing,Hong Kong,Unknown,TRUE,MALE,,1950,4,1,,,,,,,,,,,,73,70,73,70,More than 21
2540,1000,Cheng Antares,65,Hong Kong,Liquor,Food & Beverage,Hong Kong,Unknown,TRUE,MALE,,1957,11,1,,,,,,,,,,,,65,65,65,65,More than 21
2540,1000,Turgay Ciner,67,Turkey,Diversified,Diversified,Turkey,Unknown,TRUE,MALE,,1956,3,1,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,67,65,67,65,More than 21
2540,1000,Ashok Kajaria,75,India,Tiles,Manufacturing,India,Unknown,TRUE,MALE,,1947,8,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,75,75,75,75,More than 21
2540,1000,Muhammed Aziz Khan,68,Singapore,Power,Energy,Bangladesh,Unknown,TRUE,MALE,,1955,3,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,68,65,68,65,More than 21
2540,1000,Inigo Zobel,66,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,MALE,,1956,11,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,66,65,66,65,More than 21
184,9800,Tanya Saad?? Zeenny,55,France,Shipping,Logistics,France,Unknown,FALSE,FEMALE,,1968,2,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,55,55,55,55,More than 21
1164,2600,Fiona Geminder,58,Australia,Manufacturing,Manufacturing,Australia,Unknown,FALSE,FEMALE,,1964,12,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,58,55,58,55,More than 21
1312,2300,Chu Lam Yiu,53,Hong Kong,Flavorings,Manufacturing,Hong Kong,Unknown,TRUE,FEMALE,,1969,12,1,,,,,,,,,,,,53,50,53,50,More than 21
1368,2200,Teresita Sy-Coson,72,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,FEMALE,,1950,10,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,72,70,72,70,More than 21
1434,2100,Lin Chang Su-O,82,Taiwan,Real estate,Real Estate,Taiwan,Unknown,FALSE,FEMALE,,1940,8,1,,,,,,,,,,,,82,80,82,80,More than 21
1516,2000,Anu Aga,80,India,Engineering,Construction & Engineering,India,Unknown,FALSE,FEMALE,,1942,8,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,80,80,80,80,More than 21
1575,1900,Elizabeth Sy,70,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,FEMALE,,1952,6,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,70,70,70,70,More than 21
1905,1500,Angela Bennett,79,Australia,Mining,Metals & Mining,Australia,Unknown,FALSE,FEMALE,,1944,4,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,79,75,79,75,More than 21
2020,1400,Gretel Packer,57,Australia,Investments,Finance & Investments,Australia,Unknown,FALSE,FEMALE,,1966,4,1,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,57,55,57,55,More than 21
65,23100,Iris Fontbona & family,80,Chile,Mining,Metals & Mining,Chile,Unknown,FALSE,FEMALE,,1943,1,1,131.91,2.6,2.82318E+11,88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969,80,80,80,80,More than 21
100,16700,Vicky Safra & family,70,Switzerland,Banking,Finance & Investments,Brazil,Unknown,FALSE,FEMALE,,1953,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,70,70,70,70,More than 21
365,6700,Sofie Kirk Kristiansen,47,Denmark,Lego,Manufacturing,Denmark,Unknown,FALSE,FEMALE,,1976,1,1,110.35,0.8,3.48078E+11,80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785,47,45,47,45,More than 21
365,6700,Massimiliana Landini Aleotti & family,80,Italy,Pharmaceuticals,Healthcare,Italy,Unknown,FALSE,FEMALE,,1943,1,1,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,80,80,80,80,More than 21
365,6700,Magdalena Martullo-Blocher,54,Switzerland,Chemicals,Manufacturing,Switzerland,Unknown,FALSE,FEMALE,,1969,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,54,50,54,50,More than 21
383,6600,Rahel Blocher,47,Switzerland,Chemicals,Manufacturing,Switzerland,Unknown,FALSE,FEMALE,,1976,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,47,45,47,45,More than 21
534,5000,Dona Bertarelli,55,Switzerland,Biotech and investments,Healthcare,Switzerland,Unknown,FALSE,FEMALE,,1968,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,55,55,55,55,More than 21
982,3000,Eva Maria Bucher-Haefner,66,Switzerland,"Software, investments",Technology,Switzerland,Unknown,FALSE,FEMALE,,1957,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,66,65,66,65,More than 21
982,3000,Maja Oeri,68,Switzerland,Pharmaceuticals,Healthcare,Switzerland,Unknown,FALSE,FEMALE,,1955,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,68,65,68,65,More than 21
1104,2700,Pan Dong,58,Hong Kong,Consumer goods,Fashion & Retail,Canada,Unknown,TRUE,FEMALE,,1965,1,1,,,,,,,,,,,,58,55,58,55,More than 21
1164,2600,Miriam Baumann-Blocher,48,Switzerland,Chemicals,Manufacturing,Switzerland,Unknown,FALSE,FEMALE,,1975,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,48,45,48,45,More than 21
1164,2600,Julia Thiele-Schuerhoff,51,Germany,"Brakes, investments",Manufacturing,Germany,Unknown,FALSE,FEMALE,,1972,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,51,50,51,50,More than 21
1516,2000,Maria Franca Fissolo,88,Monaco,"Nutella, chocolates",Food & Beverage,Italy,Unknown,FALSE,FEMALE,,1935,1,1,,,7184844193,,,,,,38964,43.7384176,7.4246158,88,85,88,85,More than 21
1575,1900,Sol Daurella,57,Spain,Coca-Cola bottler,Food & Beverage,Spain,Unknown,FALSE,FEMALE,,1966,1,1,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,57,55,57,55,More than 21
1575,1900,Caroline Hagen Kjos,39,Switzerland,Conglomerate,Diversified,Norway,Unknown,FALSE,FEMALE,,1984,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,39,35,39,35,More than 21
1725,1700,Kim Jung-min,21,,Online gaming,Media & Entertainment,South Korea,Unknown,FALSE,FEMALE,,2002,1,1,,,,,,,,,,,,21,20,21,20,More than 21
1725,1700,Mrudula Parekh,75,India,Adhesives,Manufacturing,India,Unknown,FALSE,FEMALE,,1948,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,75,75,75,75,More than 21
1804,1600,Ilona Herlin,58,Finland,"Elevators, escalators",Manufacturing,Finland,Unknown,FALSE,FEMALE,,1965,1,1,112.33,1,2.68761E+11,88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,58,55,58,55,More than 21
1905,1500,Esther Grether,87,Switzerland,Art collection,Fashion & Retail,Switzerland,Unknown,FALSE,FEMALE,,1936,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,87,85,87,85,More than 21
1905,1500,Regine Leibinger,60,Germany,Machine tools,Manufacturing,Germany,Unknown,FALSE,FEMALE,,1963,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,60,60,60,60,More than 21
2020,1400,Charlotte Soderstrom,46,Sweden,H&M,Fashion & Retail,Sweden,Unknown,FALSE,FEMALE,,1977,1,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,46,45,46,45,More than 21
2020,1400,Anne Werninghaus,37,Brazil,Industrial machinery,Manufacturing,Brazil,Unknown,FALSE,FEMALE,,1986,1,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,37,35,37,35,More than 21
2133,1300,Zhao Tongtong,56,Hong Kong,Hotels,Service,Canada,Unknown,TRUE,FEMALE,,1967,1,1,,,,,,,,,,,,56,55,56,55,More than 21
2259,1200,Eva Maria Braun-Luedicke,36,Germany,Medical technology,Healthcare,Germany,Unknown,FALSE,FEMALE,,1987,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,36,35,36,35,More than 21
2259,1200,Friederike Braun-Luedicke,39,Germany,Medical technology,Healthcare,Germany,Unknown,FALSE,FEMALE,,1984,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,39,35,39,35,More than 21
2259,1200,Veronica Squinzi,51,Italy,Chemical products,Construction & Engineering,Italy,Unknown,FALSE,FEMALE,,1972,1,1,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,51,50,51,50,More than 21
2259,1200,Drorit Wertheim,67,Israel,Coca Cola Israel,Food & Beverage,Israel,Unknown,FALSE,FEMALE,,1956,1,1,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,67,65,67,65,More than 21
2405,1100,Zhuo Jun,57,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,Unknown,FALSE,FEMALE,,1966,1,1,,,,,,,,,,,,57,55,57,55,More than 21
2540,1000,Anna Maria Braun,44,Germany,Medical technology,Healthcare,Germany,Unknown,FALSE,FEMALE,,1979,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,44,40,44,40,More than 21
2540,1000,Johanna Braun,43,Germany,Medical technology,Healthcare,Germany,Unknown,FALSE,FEMALE,,1980,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,43,40,43,40,More than 21
2540,1000,Clelia Haji-Ioannou,52,Monaco,EasyJet,Service,Cyprus,Unknown,FALSE,FEMALE,,1971,1,1,,,7184844193,,,,,,38964,43.7384176,7.4246158,52,50,52,50,More than 21
2540,1000,Hedda im Brahm-Droege,68,Germany,Investments,Finance & Investments,Germany,Unknown,TRUE,FEMALE,,1955,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,68,65,68,65,More than 21
61,24200,R. Budi Hartono,82,Indonesia,"Banking, tobacco",Finance & Investments,Indonesia,Unknown,FALSE,MALE,,1941,1,1,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,82,80,82,80,More than 21
67,22900,James Ratcliffe,70,United Kingdom,Chemicals,Manufacturing,United Kingdom,Unknown,TRUE,MALE,,1953,1,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,70,70,70,70,More than 21
101,16500,"Theo Albrecht, Jr. & family",72,Germany,"Aldi, Trader Joe's",Fashion & Retail,Germany,Unknown,FALSE,MALE,,1951,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,72,70,72,70,More than 21
114,15300,Radhakishan Damani,68,India,"Retail, investments",Fashion & Retail,India,Unknown,TRUE,MALE,,1955,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,68,65,68,65,More than 21
159,11000,Gong Hongjia & family,58,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,Unknown,TRUE,MALE,,1965,1,1,,,,,,,,,,,,58,55,58,55,More than 21
165,10600,Marcel Herrmann Telles,73,Brazil,Beer,Food & Beverage,Brazil,Unknown,TRUE,MALE,,1950,1,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,73,70,73,70,More than 21
220,8900,Finn Rausing,68,United Kingdom,Packaging,Food & Beverage,Sweden,Unknown,FALSE,MALE,,1955,1,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,68,65,68,65,More than 21
220,8900,Jorn Rausing,63,United Kingdom,Packaging,Food & Beverage,Sweden,Unknown,FALSE,MALE,,1960,1,1,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,63,60,63,60,More than 21
232,8600,Carlos Alberto Sicupira & family,75,Switzerland,Beer,Food & Beverage,Brazil,Unknown,TRUE,MALE,,1948,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,75,75,75,75,More than 21
276,7800,Zhang Congyuan,75,Taiwan,Shoes,Fashion & Retail,Taiwan,Unknown,TRUE,MALE,,1948,1,1,,,,,,,,,,,,75,75,75,75,More than 21
290,7600,Philip Ng,64,Singapore,Real estate,Real Estate,Singapore,Unknown,FALSE,MALE,,1959,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,64,60,64,60,More than 21
305,7400,Robert Ng,71,Singapore,Real estate,Real Estate,Singapore,Unknown,FALSE,MALE,,1952,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,71,70,71,70,More than 21
344,6900,Alejandro Bailleres Gual & family,62,Mexico,Diversified,Diversified,Mexico,Unknown,FALSE,MALE,,1961,1,1,141.54,3.6,1.25829E+12,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,62,60,62,60,More than 21
365,6700,Thomas Kirk Kristiansen,44,Denmark,Lego,Manufacturing,Denmark,Unknown,FALSE,MALE,,1979,1,1,110.35,0.8,3.48078E+11,80.6,101.3,81,32.4,23.8,5818553,56.26392,9.501785,44,40,44,40,More than 21
405,6300,Alain Merieux & family,85,France,Pharmaceuticals,Healthcare,France,Unknown,FALSE,MALE,,1938,1,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,85,85,85,85,More than 21
418,6100,Wolfgang Herz,72,Germany,Coffee,Fashion & Retail,Germany,Unknown,FALSE,MALE,,1951,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,72,70,72,70,More than 21
425,6000,Gopikishan Damani,65,India,"Retail, investments",Fashion & Retail,India,Unknown,TRUE,MALE,,1958,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,65,65,65,65,More than 21
445,5700,Arthur Irving,93,Canada,Oil,Energy,Canada,Unknown,FALSE,MALE,,1930,1,1,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,93,90,93,90,More than 21
466,5500,Ludwig Merckle,58,Germany,Pharmaceuticals,Finance & Investments,Germany,Unknown,FALSE,MALE,,1965,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,58,55,58,55,More than 21
486,5400,Patrizio Bertelli,77,Italy,Luxury goods,Fashion & Retail,Italy,Unknown,TRUE,MALE,,1946,1,1,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,77,75,77,75,More than 21
534,5000,Martin Haefner,69,Switzerland,"Software, investments",Technology,Switzerland,Unknown,FALSE,MALE,,1954,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,69,65,69,65,More than 21
567,4800,Tomasz Biernacki,50,Poland,Supermarkets,Fashion & Retail,Poland,Unknown,TRUE,MALE,,1973,1,1,114.11,2.2,5.92164E+11,67.8,100,77.6,17.4,40.8,37970874,51.919438,19.145136,50,50,50,50,More than 21
591,4600,Forrest Li,45,Singapore,Gaming,Media & Entertainment,Singapore,Unknown,TRUE,MALE,,1978,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,45,45,45,45,More than 21
591,4600,Issad Rebrab & family,79,Algeria,Food,Food & Beverage,Algeria,Unknown,TRUE,MALE,,1944,1,1,151.36,2,1.69988E+11,51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626,79,75,79,75,More than 21
679,4100,Joao Moreira Salles,61,Brazil,"Banking, minerals",Diversified,Brazil,Unknown,FALSE,MALE,,1962,1,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,61,60,61,60,More than 21
699,4000,Shaul Shani,68,Italy,Telecom,Telecom,Israel,Unknown,TRUE,MALE,,1955,1,1,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,68,65,68,65,More than 21
721,3900,Juergen Blickle,76,Germany,Auto parts,Manufacturing,Germany,Unknown,FALSE,MALE,,1947,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,76,75,76,75,More than 21
721,3900,Vanich Chaiyawan,91,Thailand,"Insurance, beverages",Finance & Investments,Thailand,Unknown,TRUE,MALE,,1932,1,1,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,91,90,91,90,More than 21
721,3900,Jorge Moll Filho & family,78,Brazil,Hospitals,Healthcare,Brazil,Unknown,TRUE,MALE,,1945,1,1,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,78,75,78,75,More than 21
721,3900,Alfred Oetker,56,Germany,Consumer goods,Fashion & Retail,Germany,Unknown,FALSE,MALE,,1967,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,56,55,56,55,More than 21
766,3700,Horst Paulmann & family,88,Chile,Retail,Fashion & Retail,Chile,Unknown,TRUE,MALE,,1935,1,1,131.91,2.6,2.82318E+11,88.5,101.4,80,18.2,34,18952038,-35.675147,-71.542969,88,85,88,85,More than 21
818,3500,Patrick Lee,81,Hong Kong,Paper,Manufacturing,Hong Kong,Unknown,TRUE,MALE,,1942,1,1,,,,,,,,,,,,81,80,81,80,More than 21
852,3400,Markus Blocher,52,Switzerland,Chemicals,Manufacturing,Switzerland,Unknown,FALSE,MALE,,1971,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,52,50,52,50,More than 21
878,3300,Kwek Leng Beng,82,Singapore,Diversified,Diversified,Singapore,Unknown,FALSE,MALE,,1941,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,82,80,82,80,More than 21
949,3100,Kuok Khoon Hong,73,Singapore,Palm oil,Manufacturing,Singapore,Unknown,FALSE,MALE,,1950,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,73,70,73,70,More than 21
949,3100,Yin Yee Lee,71,Hong Kong,Glass,Manufacturing,China,Unknown,TRUE,MALE,,1952,1,1,,,,,,,,,,,,71,70,71,70,More than 21
982,3000,Jean-Pierre Cayard,80,France,Spirits,Food & Beverage,France,Unknown,FALSE,MALE,,1943,1,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,80,80,80,80,More than 21
982,3000,Lin Ming-hsiung,73,Taiwan,Supermarkets,Fashion & Retail,Taiwan,Unknown,TRUE,MALE,,1950,1,1,,,,,,,,,,,,73,70,73,70,More than 21
1027,2900,Georg Nemetschek & family,89,Germany,Software,Technology,Germany,Unknown,TRUE,MALE,,1934,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,89,85,89,85,More than 21
1067,2800,Lee Yeow Chor,56,Malaysia,"Palm oil, property",Real Estate,Malaysia,Unknown,FALSE,MALE,,1967,1,1,121.46,0.7,3.64702E+11,45.1,105.3,76,12,38.7,32447385,4.210484,101.975766,56,55,56,55,More than 21
1067,2800,Taha Mikati,78,Lebanon,Telecom,Telecom,Lebanon,Unknown,TRUE,MALE,,1945,1,1,130.02,3,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,78,75,78,75,More than 21
1067,2800,Philip Niarchos,69,France,Art collection,Diversified,Greece,Unknown,FALSE,MALE,,1954,1,1,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,69,65,69,65,More than 21
1067,2800,Madhukar Parekh,76,India,Adhesives,Manufacturing,India,Unknown,FALSE,MALE,,1947,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,76,75,76,75,More than 21
1067,2800,Wong Luen Hei,61,Hong Kong,Building materials,Manufacturing,China,Unknown,TRUE,MALE,,1962,1,1,,,,,,,,,,,,61,60,61,60,More than 21
1104,2700,Suhail Bahwan,84,Oman,Diversified,Diversified,Oman,Unknown,TRUE,MALE,,1939,1,1,113.53,0.1,76983094928,38,103.4,77.6,2.5,27.4,5266535,21.4735329,55.975413,84,80,84,80,More than 21
1104,2700,Nadir Godrej,72,India,Consumer goods,Diversified,India,Unknown,FALSE,MALE,,1951,1,1,180.44,7.7,2.611E+12,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,72,70,72,70,More than 21
1104,2700,Kei Hoi Pang,57,Hong Kong,Real estate,Real Estate,China,Unknown,TRUE,MALE,,1966,1,1,,,,,,,,,,,,57,55,57,55,More than 21
1104,2700,Dan Olsson,76,Sweden,Diversified,Diversified,Sweden,Unknown,FALSE,MALE,,1947,1,1,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,76,75,76,75,More than 21
1104,2700,Bulat Utemuratov,65,Kazakhstan,"Mining, banking, hotels",Metals & Mining,Kazakhstan,Unknown,TRUE,MALE,,1958,1,1,182.75,5.2,1.80162E+11,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684,65,65,65,65,More than 21
1164,2600,Richard Chandler,64,Singapore,Investments,Finance & Investments,New Zealand,Unknown,FALSE,MALE,,1959,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,64,60,64,60,More than 21
1164,2600,"John Dorrance, III.",79,Ireland,Campbell Soup,Food & Beverage,Ireland,Unknown,FALSE,MALE,,1944,1,1,,,,,,,,,,,,79,75,79,75,More than 21
1164,2600,Dieter Schnabel,77,Germany,Chemicals,Manufacturing,Germany,Unknown,FALSE,MALE,,1946,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,77,75,77,75,More than 21
1217,2500,Prayudh Mahagitsiri,77,Thailand,"Coffee, shipping",Food & Beverage,Thailand,Unknown,FALSE,MALE,,1946,1,1,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,77,75,77,75,More than 21
1217,2500,Willy Michel,76,Switzerland,medical devices,Healthcare,Switzerland,Unknown,TRUE,MALE,,1947,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,76,75,76,75,More than 21
1217,2500,Tomas Olivo Lopez,49,Spain,Shopping centers,Real Estate,Spain,Unknown,TRUE,MALE,,1974,1,1,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,49,45,49,45,More than 21
1217,2500,"Henry Sy, Jr.",69,Philippines,Diversified,Diversified,Philippines,Unknown,FALSE,MALE,,1954,1,1,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,69,65,69,65,More than 21
1217,2500,Xie Weitong,66,Singapore,Cobalt,Metals & Mining,Taiwan,Unknown,TRUE,MALE,,1957,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,66,65,66,65,More than 21
1272,2400,Abdulla Al Futtaim & family,83,United Arab Emirates,"Auto dealers, investments",Automotive,United Arab Emirates,Unknown,FALSE,MALE,,1940,1,1,114.52,-1.9,4.21142E+11,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,83,80,83,80,More than 21
1272,2400,Otto Philipp Braun,45,Germany,Medical technology,Healthcare,Germany,Unknown,FALSE,MALE,,1978,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,45,45,45,45,More than 21
1272,2400,Marcel Erni,58,Switzerland,Private equity,Finance & Investments,Switzerland,Unknown,TRUE,MALE,,1965,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,58,55,58,55,More than 21
1272,2400,Kwek Leng Kee,68,Singapore,Diversified,Diversified,Singapore,Unknown,FALSE,MALE,,1955,1,1,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,68,65,68,65,More than 21
1272,2400,Matthias Reinhart,63,Switzerland,Financial services,Finance & Investments,Switzerland,Unknown,TRUE,MALE,,1960,1,1,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,63,60,63,60,More than 21
1312,2300,Samuel Chen,73,,Investments,Finance & Investments,Taiwan,Unknown,TRUE,MALE,,1950,1,1,,,,,,,,,,,,73,70,73,70,More than 21
1312,2300,Georg Haub,61,Germany,Retail,Fashion & Retail,Germany,Unknown,FALSE,MALE,,1962,1,1,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,61,60,61,60,More than 21
1312,2300,T.Y. Tsai,70,Taiwan,Finance,Finance & Investments,Taiwan,Unknown,FALSE,MALE,,1953,1,1,,,,,,,,,,,,70,70,70,70,More than 21
